Nº Contrato|Contratado|Objeto do Contrato|Contratante|Valor do Contrato|
00002247|ARQUITETA PROMOÇÕES E EVENTOS EIRELI - EPP|CONSTITUI OBJETO DESTE CONTRATO A CONTRATAÇÃO DE EMPRESA PESSOA JURÍDICA ESPECIALIZADA  PARA PRESTAÇÃO DOS SERVIÇOS DE FORNECIMENTO DE INFRAESTRUTURA NO QUE SE REFERE À DISPONIBILIZAÇÃO DE ESPAÇO FÍSICO, COM MOBILIÁRIO, EQUIPAMENTOS E MATERIAIS NECESSÁRIOS À REALIZAÇÃO DE OFICINAS, CURSOS E SEMINÁRIOS, INCLUINDO O FORNECIMENTO DE ALIMENTAÇÃO E BEBIDA, DIVULGAÇÃO, ALÉM DE OUTROS SERVIÇOS CORRELATOS, BEM COMO CONTRATAÇÃO DE PROFISSIONAIS, INCLUINDO-SE UM PALESTRANTE, PARA O QUAL DEVERÁ SER FORNECIDA HOSPEDAGEM, DE ACORDO COM AS ESPECIFICAÇÕES E QUANTITATIVOS PREVISTOS NO ANEXO I –  TERMO DE REFERÊNCIA DO EDITAL,  COM VISTAS A SUPRIR AS NECESSIDADES DOS PROJETOS: “FORTALECIMENTO E AMPLIAÇÃO DAS POLÍTICAS DE PROMOÇÃO E ATENÇÃO INTEGRAL À SAÚDE DA MULHER NO MUNICÍPIO DE FORTALEZA” E “TRABALHO, AUTONOMIA E CIDADANIA DAS MULHERES EM FORTALEZA”, AMBOS OBJETO DE CONVÊNIOS FEDERAIS, A SEREM EXECUTADOS PELA SECRETARIA MUNICIPAL DE CIDADANIA E DIREITOS HUMANOS – SCDH.|SECRETARIA MUNICIPAL DA CIDADANIA E DIREITOS HUMANOS|725.972,00|
00001856|ARQUITETA PROMOÇÕES E EVENTOS EIRELI - EPP|CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS, SOB DEMANDA, PARA ORGANIZAÇÃO DE EVENTOS E SERVIÇOS CORRELATOS A SEREM REALIZADOS POR ESTA SECRETARIA.|SECRETARIA MUNICIPAL DO DESENVOLVIMENTO ECONOMICO|55.000,00|
00004479|ART MEDICA COM. E REP. DE PRODS. HOSPITALARES LTDA|REFERE-SE A AQUISIÇÃO DE MATERIAL DE CONSUMO(MAT.MEDICO - FIOS)PREGÃO ELETRÔNICO Nº.136/16,CONTRATO Nº.293/16.VALIDADE 26/10/2017.NECESSÁRIO PARA ESTA UNIDADE HOSPITALAR.|HOSPITAL DISTRITAL GONZAGA MOTA/JOSE WALTER|3.427,20|
00004181|ART MEDICA COM. E REP. DE PRODS. HOSPITALARES LTDA|REFERENTE A AQUISIÇÃO DE DIETAS ENTERAIS E GÊNEROS ALIMENTÍCIOS, CONFORME CONTRATO Nº 205/2016 DO P.E. Nº 07/2015.|HOSPITAL DISTRITAL NOSSA SENHORA DA CONCEICAO|43.391,50|
00004641|ART MEDICA COM. E REP. DE PRODS. HOSPITALARES LTDA|AQUISIÇÕES DE MATERIAIS MÉDICOS HOSPITALARES  -  FIOS CIRÚRGICOS|HOSPITAL DISTRITAL EVANDRO AYRES DE MOURA|714,00|
00004689|ART MEDICA COM. E REP. DE PRODS. HOSPITALARES LTDA|AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR HEMOSTÁTICOS PARA ABASTECIMENTO DO HOSPITAL DISTRITAL MARIA JOSÉ BARROSO DE OLIVEIRA. PE 268/2015.|HOSPITAL DISTRITAL  MARIA JOSE BARROSO DE OLIVEIRA|11.160,50|
00000065|ART MEDICA COM. E REP. DE PRODS. HOSPITALARES LTDA|REFERE-SE A AQUISIÇÃO DE MATERIAL DE CONSUMO (MATERIAL MEDICO HOSPITALAR - FORMULAS INFANTIS) PREGÃO ELETRÔNICO Nº 250/2015. CONTRATO 375/2016. VALIDADE: 23/01/2018. NECESSÁRIO A ESTA UNIDADE HOSPITALAR.|HOSPITAL DISTRITAL GONZAGA MOTA/JOSE WALTER|12.612,50|
00000061|ART MEDICA COM. E REP. DE PRODS. HOSPITALARES LTDA|AQUISIÇÃO DE DIETAS ENTEREAIS|HOSPITAL DISTRITAL  MARIA JOSE BARROSO DE OLIVEIRA|25.051,44|
00004797|ART MEDICA COM. E REP. DE PRODS. HOSPITALARES LTDA|CONTRATO PARA AQUISIÇÃO DE DIETAS ENTERAIS CONFORME AS ESPECIFICAÇÕES  TÉCNICAS DA PROPOSTA FORMULADA PELA CONTRATADA, CONFORME O PREGÃO ELETRÔNICO Nº 265/2015 CONTRATO Nº 374/2016 - SMS.|HOSPITAL DISTRITAL EDMILSON BARROS DE OLIVEIRA|79.974,00|
00003932|ART MEDICA COM. E REP. DE PRODS. HOSPITALARES LTDA|GÊNEROS ALIMENTÍCIOS.|HOSPITAL DISTRITAL GONZAGA MOTA/JOSE WALTER|93.547,72|
00003706|ART MEDICA COM. E REP. DE PRODS. HOSPITALARES LTDA|AQUISIÇÃO DE DIETAS ENTERAIS E GÊNEROS ALIMENTÍCIOS REF. AO PROCESSO DE CARONA.|HOSPITAL DISTRITAL  MARIA JOSE BARROSO DE OLIVEIRA|2.267,51|
00003680|ART MEDICA COM. E REP. DE PRODS. HOSPITALARES LTDA|AQUISIÇAO DE DIETAS ENTERAIS E GENEROS ALIMENTICIOS DESTINADO A ATENDER A DEMANDA DOS HOSPITAIS MUNICIPAIS DE FORTALEZA.PREGAO ELETRONIO DE N-07/2015|HOSPITAL DISTRITAL EDMILSON BARROS DE OLIVEIRA|91.708,00|
00003696|ART MEDICA COM. E REP. DE PRODS. HOSPITALARES LTDA|AQUISIÇÃO DE DIETAS ENTERAIS E GENEROS  CONFORME ATA 02.07/2015, PE 07/2015 ,  CONTRATO 205/2016|HOSPITAL DISTRITAL GONZAGA MOTA/MESSEJANA|6.400,00|
00004873|ART MEDICA COM. E REP. DE PRODS. HOSPITALARES LTDA|AQUISIÇÃO DE DIETAS ENTERAIS, PARA ATENDER A DEMANDA DO HDGMJW DE FORTALEZA|HOSPITAL DISTRITAL GONZAGA MOTA/JOSE WALTER|19.281,50|
00000078|ART MEDICA COM. E REP. DE PRODS. HOSPITALARES LTDA|AQUISIÇÃO DE ALIMENTOS (FÓRMULAS INFANTIS) CONFORME CONTRATO Nº 375/2016 - PREGÃO ELETRÔNICO Nº 250/2015.|HOSPITAL DISTRITAL NOSSA SENHORA DA CONCEICAO|71.835,00|
00004836|ART MEDICA COM. E REP. DE PRODS. HOSPITALARES LTDA|AQUISIÇÃO DE DIETA ENTERAL|HOSPITAL DISTRITAL EVANDRO AYRES DE MOURA|7.900,60|
00004845|ART MEDICA COM. E REP. DE PRODS. HOSPITALARES LTDA|AQUISIÇÃO DE DIETAS ENTERAIS, PARA ABASTECIMENTO DO HOSPITAL DISTRITAL MARIA JOSÉ BARROSO DE OLIVEIRA|HOSPITAL DISTRITAL  MARIA JOSE BARROSO DE OLIVEIRA|25.031,44|
00004829|ART MEDICA COM. E REP. DE PRODS. HOSPITALARES LTDA|O PRESENTE CONTRATO TEM POR OBJETO A CONTRATAÇÃO DE EMPRESA PARA AQUISIÇÃO DE ALIMENTOS (FORMULAS INFANTIS), PARA ATENDER A DEMANDA DOS HOSPITAIS MUNICIPAIS DE FORTALEZA, CUJAS ESPECIFICAÇÕES TÉCNICAS SÃO AQUELAS DA PROPOSTA FORMULADA PELA CONTRATADA, EM CONFORMIDADE COM O ANEXO ÚNICO AO PRESENTE CONTRATO DISCRIMINADO NO PROCESSO "CARONA" N° P219917/2016 DA ATA DE REGISTRO DE PREÇOS N° 033/2016, QUE TEM COMO FUNDAMENTO O EDITAL DO PREGÃO ELETRÔNICO N° 250/2015 ORIUNDO DA SECRETARIA MUNICIPAL DE TRABALHO, DESENVOLVIMENTO SOCIAL E COMBATE À FOME - SETRA E SEUS ANEXOS, O QUE CONSTA NOS AUTOS DO PROCESSO ADMINISTRATIVO N° P219917/2016.|HOSPITAL LUCIA DE FATIMA/CROA|10.380,00|
00004832|ART MEDICA COM. E REP. DE PRODS. HOSPITALARES LTDA|O PRESENTE INSTRUMENTO TEM POR OBJETO A CONTRATAÇÃO DE EMPRESA PARA AQUISIÇÃO DE ALIMENTOS (FÓRMULAS INFANTIS) CONTRATO 375/2016-SMS, PREGÃO ELETRÔNICO 250/2015, PROCESSO ADMINISTRATIVO N. P219917/2016.|HOSPITAL DISTRITAL GONZAGA MOTA/MESSEJANA|59.070,00|
00003954|ART MEDICA COM. E REP. DE PRODS. HOSPITALARES LTDA|BIOLINE IND COM IMP EXP DE FIOS CIRURGICOS LTDA|POINT SUTURE DO BRA.IND.DE FIOS CIR.LTDA|AQUISIÇÃO DE MATERIAL MÉDICO FIOS CIRÚRGICOS ABSORVÍVEIS, REFERENTE AO PREGÃO ELETRONICO 135/2016|HOSPITAL DISTRITAL  MARIA JOSE BARROSO DE OLIVEIRA|33.357,84|
00004468|ART MEDICA COM. E REP. DE PRODS. HOSPITALARES LTDA|BIOLINE IND COM IMP EXP DE FIOS CIRURGICOS LTDA|POINT SUTURE DO BRA.IND.DE FIOS CIR.LTDA|SUPERFIO COM. DE PROD. MED. E HOSPITALARES LTDA|AQUISIÇÃO DE FIOS CIRÚRGICOS INABSORVÍVEIS PARA ABASTECIMENTO DO HOSPITAL DISTRITAL MARIA JOSÉ BARROSO DE OLIVEIRA.|HOSPITAL DISTRITAL  MARIA JOSE BARROSO DE OLIVEIRA|103.602,40|
00000698|ARTE PRODUCOES DE EVENTOS ARTISTICOS LOC. LTDA|CONTRATACAO DE EMPRESA ESPECIALIZADA P/PRESTACAO SOB DEMANDA DE SERV.DE EVENTOS POR OCASIAO DE COMEMORACAO INAUGURACOES SO- LENIDADES DATAS COMEMOR.DE INTERESSE PUBLICO MUNICIPAL SEMINA- RIOS PALESTRAS TREINAMENTOS E EVENTOS EM GERAL.|SECRETARIA MUNICIPAL DE GOVERNO|11.139.180,00|
00000328|ARTE PRODUCOES DE EVENTOS ARTISTICOS LOC. LTDA|CONTRATACAO DE EMPRESA ESPECIALIZADA NOS SERVICOS DE EVENTOS POR OCASIAO DE COMEMORACOES INAUGURACOES SOLENIDADES DATAS COMEMORATIVAS DE INTERESSE PUBLICO MUNICIPAL SEMINARIOS PALESTRAS E EVENTOS EM GERAL DA SME|FUNDO MUNICIPAL DE EDUCACAO|11.139.180,00|
00004453|ASFALTOS NORDESTE LTDA|CONTRATAÇÃO DE EMPRESA PARA O FORNECIMENTO DE RR-1C (EMULSÃO ASFÁLTICA DE RUPTURA RÁPIDA) PARA A CÉLULA DE GESTÃO DA MALHA VIÁRIA - CEGEMAV DA SECRETARIA MUNICIPAL DE INFRAESTRUTURA - SEINF (LOTES 01 E 02).|SECRETARIA MUNICIPAL DA INFRAESTRUTURA|2.901.320,00|
00002009|ASS CRECHE SANTA MARIA GORETI|LOCAÇÃO DE IMÓVEL NÃO RESIDENCIAL, SITUADO A AVENIDA GODOFREDO MACIEL, 522, BAIRRO PARANGABA, FORTALEZA-CE, DESTINADO AO FUNCIONAMENTO DA CRECHE MUNICIPAL SANTA MARIA GORETTI, UMA VEZ QUE O IMÓVEL ATENDE AS NECESSIDADES ESTRUTURAIS DO ÓRGÃO E ESTÁ LOCALIAZADO DE FORMA, A ATENDER, CONVENIENTEMENTE, AS INSTITUIÇÕES DO SISTEMA PÚBLICO MUNICIPAL DE ENSINO.|FUNDO MUNICIPAL DE EDUCACAO|47.920,68|
00002023|ASSOC.M.PAQ.RIBEIRINHO-ESC.PARQUE RIBEIRINHO.|CONTRATO DE LOCAÇÃO DE IMÓVEL  NÃO RESIDENCIAL DESTINADO AO FUNCIONAMENTO DA CRECHE MUNICIPAL SONHO DE CRIANÇA, SITUADO A RUA GUSTAVO BARROSO, 187 - BOM JARDIM|FUNDO MUNICIPAL DE EDUCACAO|25.561,32|
00000798|ASSOCIACAO DE APOIO E PROM COMUN.J.WALTER ADJAC|LOCACAO DE IMOVEL NAO RESIDENCIAL SITUADO A AV. FCA MARIA DA CONCEICAO 241 BAIRRO CONJ. JOSE WALTER DESTINADO AO RECEBIMENTO DE 80 CRIANCAS DE 01A 03 ANOS|FUNDO MUNICIPAL DE EDUCACAO|20.040,00|
00000198|ASSOCIAÇÃO DOS PRODUTORES FAMILIARES DE PASCOAL - APROAF|CONTRATAÇÃO A AQUISIÇÃO DO ITEM 07, DA AGRICULTURA FAMILIAR E DO EMPREENDEDOR FAMILIAR RURAL PARA ATENDIMENTO DO PROGRAMA DE ALIMENTAÇÃO ESCOLAR - PNAE|FUNDO MUNICIPAL DE EDUCACAO|513.209,19|
00004857|ASSOCIAÇÃO PELA SAUDE EMOCIONAL DE CRIANÇA|CONTRATAÇÃO DE PESSOA JURIDICA PARA CONTRATACAO DE INSTITUICAO PARA CAPACITACAO DE EDUCADORES E IMPLEMENTACAO DO PROGRAMA, AMIGOS DO ZIPPY, QUE SERVIRA PARA ATENDER AOS ALUNOS DO ENSINO FUNDAMENTAL DA REDE MUNICIPAL DE ENSINO DE FORTALEZA.|FUNDO MUNICIPAL DE EDUCACAO|249.795,00|
00002176|ATHOS CONSTRUCOES LTDA|CONTRATAÇÃO DE EMPRESA PARA CONSTRUÇÃO DE 26 UND HABITACIONAIS E 12 DEPÓSITOS, DOTADAS DE INFRAESTRUTURA E URBANIZAÇÃO, NO ÂMBITO DO PROJETO VILA DO MAR.|FUNDO MUNICIPAL DE HABITACAO DE INTERESSE SOCIAL|1.342.208,40|
00001835|ATHOS CONSTRUCOES LTDA|CONTRATAÇÃO DE EMPRESA PARA REFORMA DE 06 (SEIS) CAMPOS DE FUTEBOL, LOCALIZADOS NOS BAIRROS: GOIABEIRAS, PIRAMBU, RODOLFO TEÓFILO, PICI, VILA UNIÃO E ARACAPÉ NO MUNICÍPIO DE FORTALEZA - LOTES 1 E 2.|SECRETARIA MUNICIPAL DA INFRAESTRUTURA|6.586.272,53|
00003990|ATHOS CONSTRUCOES LTDA|EXECUÇÃO DE SERVIÇOS DE INFRAESTRUTURA EM LOGRADOUROS PÚBLICOS NO MUNICÍPIO DE FORTALEZA.|SECRETARIA MUNICIPAL DA INFRAESTRUTURA|6.500.000,00|
00000128|ATHOS CONSTRUCOES LTDA|PERCENTUAL DE DESCONTO SOBRE A TABELA DE PREÇOS E CUSTOS DA CONSTRUÇÃO CIVIL DO SISTEMA NACIONAL DE PESQUISA DE CUSTOS E ÍNDICES DA CONSTRUÇÃO CIVIL (SINAPI) –TABELA SINTÉTICA COM DESONERAÇÃO, ACRESCIDA COM BDI DE 25,92% (VINTE E CINCO VÍRGULA NOVENTA E DOIS POR CENTO) PARA FUTUROS E EVENTUAIS SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA E REFORMA DOS PRÉDIOS DO SISTEMA PÚBLICO DE SAÚDE LOCALIZADA NO MUNICÍPIO DE FORTALEZA|SECRETARIA MUNICIPAL DA INFRAESTRUTURA|2.150.000,00|
00000056|AUDILINK &IA. AUDITORES|SELEÇÃO E CONTRATAÇÃO DE SERVIÇOS DE AUDITORIA EXTERNA PARA O PROGRAMA DE REQUALIFICAÇÃO URBANA COM INCLUSÃO SOCIAL - PREURBIS PARA O EXERCÍCIO DE 2016.|SECRETARIA MUNICIPAL DA INFRAESTRUTURA|59.160,00|
00000217|AUDIPLAC AUDITORIA E ASSESORIA CONTABIL SS EPP|CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICOS DE CONSULTORIA PARA REALIZACAO DE AUDITORIA EXTERNA DE PROJETOS FINANCIADOS PELO BANCO DE DESENVOLVIMENTO DA AMERICA LATINA - CAFF NO PROGRAMA DRENURB.|SECRETARIA MUNICIPAL DE INFRAESTRUTURA|286.239,07|
00004245|AUROBINDO PHARMA INDUSTRIA FARMACEUTICA LTDA|REFERE-SE A AQUISIÇÃO DE MATERIAL DE CONSUMO(MEDICAMENTO,ANTIMICROBINOS B-LACTÂMICOS)PREGÃO ELETRÔNICO Nº.226/16.CONTRATO Nº.206/16.VALIDADE 25/9/17.NECESSÁRIO PARA ESTA UNIDADE HOSPITALAR.|HOSPITAL DISTRITAL GONZAGA MOTA/JOSE WALTER|156.462,00|
00004231|AUROBINDO PHARMA INDUSTRIA FARMACEUTICA LTDA|CONTRATO PARA AQUISIÇÃO DE ANTIMICROBIANOS (B-LACTÂMICOS), CONFORME ESPECIFICAÇÕES  E QUANTITATIVOS PREVISTOS NA ATA DE RP Nº 006/2016 PREGÃO ELETRÔNICO Nº 226/2015 CONTRATO Nº 206/2016 - SMS.|HOSPITAL DISTRITAL EDMILSON BARROS DE OLIVEIRA|71.450,00|
00004462|AUROBINDO PHARMA INDUSTRIA FARMACEUTICA LTDA|PREGÃO ELETRÔNICO N.226/2015. PROCESSO ADMINISTRATIVO N.P637107/2015. OBJETO: AQUISIÇÃO DE MEDICAMENTOS ANTIMICROBIANOS (B LACTÂMICOS), DESTINADOS AOS HOSPITAIS DA REDE MUNICIPAL DE SAÚDE, DE ACORDO COM AS ESPECIFICAÇÕES E QUANTITATIVOS PREVISTOS DESTE CONTRATO E NA ATA DE REGISTRO DE PREÇOS N.006/2016, NA PROPOSTA DA CONTRATADA E CONFORME ANEXO ÚNICO AO PRESENTE CONTRATO.|HOSPITAL DISTRITAL GONZAGA MOTA/BARRA DO CEARA|14.290,00|
00004267|AUROBINDO PHARMA INDUSTRIA FARMACEUTICA LTDA|REFERENTE AQUISIÇÃO DE MEDICAMENTOS ATRAVES DA ARP 6/2016 PE.226/2015 CONTRATO 206/2016|HOSPITAL DISTRITAL NOSSA SENHORA DA CONCEICAO|65.370,00|
00004224|AUROBINDO PHARMA INDUSTRIA FARMACEUTICA LTDA|AQUISIÇÃO DE ANTIMICROBIANO CONFORME ATA 06/2016, PE 226/2015 ,  CONTRATO 206/2016|HOSPITAL DISTRITAL GONZAGA MOTA/MESSEJANA|13.074,00|
00004237|AUROBINDO PHARMA INDUSTRIA FARMACEUTICA LTDA|CALL MED COMERCIO DE MED. E REPRESENTACAO LTDA|COMERCIAL VALFARMA LTDA|SELLENE COMERCIO E REPRESENTCOES LTDA|AQUISIÇÃO DE ANTIMICROBIANOS HOSPITAL DISTRITAL MARIA JOSÉ BARROSO DE OLIVEIRA|HOSPITAL DISTRITAL  MARIA JOSE BARROSO DE OLIVEIRA|304.860,00|
00002118|AUTOMAX - COMERCIO DE PECAS E SERVICOS AUTOMOTIVOS LTDA. - EPP|CONTRATO DE PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA DE VEÍCULOS, DE DIVERSAS MARCAS, PERTENCENTES À FROTA DOS ÓRGÃOS E ENTIDADES DO MUNICÍPIO DE FORTALEZA, INCLUINDO O FORNECIMENTO DE PEÇAS ORIGINAIS, GENUÍNAS OU LEGÍTIMAS, ACESSÓRIOS ORIGINAIS, LEGÍTIMOS OU GENUÍNOS, LUBRIFICANTES, PNEUS AUTOMOTIVOS, PRODUTOS AFINS E MÃO DE OBRA, DE ACORDO COM O PREGÃO PRESENCIAL DE Nº 81/2014, VIGENTE POR 12(DOZE) MESES.|SECRETARIA MUNICIPAL DO PLANEJAMENTO, ORCAMENTO  E GESTAO|30.000,00|
00000845|AUTOMAX - COMERCIO DE PECAS E SERVICOS AUTOMOTIVOS LTDA. - EPP|PRESTACAO DE SERVICOS DE MANUTENCAO PREVENTIVA E CORRETIVA DE VEICULOS DE DIVERSAS MARCAS PERCENCENTES A FROTA SA SEINF COM TROCA DE OLEO LUBRIFICANTES E REPOSICAO DE PECAS E ACESSORIOS GENUINOS DE ACORDO COM AS ESPECIFICACOES E QUANTITATIVO DO A|SECRETARIA MUNICIPAL DE INFRAESTRUTURA|60.000,00|
00002145|AUTOMAX - COMERCIO DE PECAS E SERVICOS AUTOMOTIVOS LTDA. - EPP|O PRESENTE CONTRATO TEM POR OBJETO A CONTRATAÇÃO DE PESSOA JURÍDICA PARA PRESTAR SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA DE VEÍCULOS, DE DIVERSAS MARCAS, PERTENCENTES À FROTA DA SECRETARIA DE URBANISMO E MEIO AMBIENTE DE FORTALEZA, INCLUINDO O FORNECIMENTO DE PEÇAS ORIGINAIS, GENUÍNAS OU LEGÍTIMAS, ACESSÓRIOS ORIGINAIS, LEGÍTIMOS OU GENUÍNOS, LUBRIFICANTES, PNEUS AUTOMOTIVOS, PRODUTOS AFINS E MÃO DE OBRA, DE ACORDO COM AS ESPECIFICAÇÕES E QUANTITATIVOS PREVISTOS NO ANEXO I - TERMO DE REFERÊNCIA DO EDITAL DO PREGÃO PRESENCIAL Nº 81/2014, PARA O PERÍODO DE 12 (DOZE) MESES.|SECRETARIA MUNICIPAL DE URBANISMO E MEIO AMBIENTE|60.000,00|
00000496|AUTOMAX - COMERCIO DE PECAS E SERVICOS AUTOMOTIVOS LTDA. - EPP|FUTURA E EVENTUAL CONTRATAÇÃO DE EMPRESA PARA PRESTAR SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA DE VEÍCULOS|SECRETARIA MUNICIPAL DO DESENVOLVIMENTO ECONOMICO|60.000,00|
00002589|B V BOA VISTA CONSTRUCOES LTDA|CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DOS SERVIÇOS DE ENGENHARIA E CONSERVAÇÃO E MANUTENÇÃO PREDIAL DAS EDIFICAÇÕES FISICAS DO PARQUE ESCOLAR DA REDE MUNICIPAL DE ENSINO DA SECRETARIA MUNICIPAL DE EDUCAÇÃO E SEUS ANEXOS DA PMF.|FUNDO MUNICIPAL DE EDUCACAO|762.776,80|
00002577|BBS TRANSPORTES LTDA|CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NOS SERVIÇOS DE GESTÃO FÍSICA E ELETRÔNICA DO ACERVO DE DOCUMENTOS DA SME DO MUNICÍPIO DE FORTALEZA INCLUINDO GUARDA DOCUMENTAL, HIGIENIZAÇÃO, ORGANIZAÇÃO, INDEXAÇÃO, DIGITALIZAÇÃO, ARMAZENAMENTO EM MÍDIA DE SOFTWARE ESPECIALIZADO PARA BUSCA ELETRÔNICA DOS DOCUMENTOS.|FUNDO MUNICIPAL DE EDUCACAO|1.045.000,00|
00000013|BERMA ENGENHARIA E COMERCIO LTDA.|SOCORPENA CONSTRUCOES LTDA|CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DAS OBRAS DE DRENAGEM, TERRAPLENAGEM E PAVIMENTAÇÃO DO PROGRAMA MUNICIPAL DE DRENAGEM URBANA DE FORTALEZA -DRENURNB NO MUNICÍPIO DE FORTALEZA, CONFORME ESPECIFICADO NOS ANEXOS DO EDITAL.|SECRETARIA MUNICIPAL DA INFRAESTRUTURA|22.949.717,10|
00001543|BEZERRA E COSTA SERVICOS GRAFICOS LTDA|CONTRATAÇÃO DE PESSOA JURIDICA PARA AQUISIÇÃO FUTURA E EVENTUAL DE MATERIAL GRÁFICO, COMO IMPRESSÕES E CÓPIAS DE AVALIAÇÕES,JORNAL INSTITUCIONAL, LIVROS E PANFLETOS PARA A SECRETARIA MUNICIPAL DE EDUCAÇÃO - SME.|FUNDO MUNICIPAL DE EDUCACAO|239.530,00|
00004827|BIOLINE IND COM IMP EXP DE FIOS CIRURGICOS LTDA|CONTRATO PARA AQUISIÇÃO DE FIOS CIRÚRGICOS INABSORVÍVEIS, DE ACORDO ESPECIFICAÇÕES E QUANTITATIVOS PREVISTOS NO CONTRATO E NA ATA DE REGISTRO DE PREÇOS PREGÃO ELETRÔNICO Nº 136/2015 CONTRATO Nº 290/2016 - SMS.|HOSPITAL DISTRITAL EDMILSON BARROS DE OLIVEIRA|2.372,00|
00004478|BIOLINE IND COM IMP EXP DE FIOS CIRURGICOS LTDA|REFERE-SE A AQUISIÇÃO DE MATERIAL DE CONSUMO(MAT.MEDICO - FIOS)PREGÃO ELETRÔNICO Nº.136/16,CONTRATO Nº.290/16.VALIDADE 26/10/2017.NECESSÁRIO PARA ESTA UNIDADE HOSPITALAR.|HOSPITAL DISTRITAL GONZAGA MOTA/JOSE WALTER|1.890,72|
00004639|BIOLINE IND COM IMP EXP DE FIOS CIRURGICOS LTDA|AQUISIÇÕES DE MATERIAIS MÉDICOS HOSPITALARES  -  FIOS CIRÚRGICOS|HOSPITAL DISTRITAL EVANDRO AYRES DE MOURA|6.193,20|
00001011|BM3 PARTICIPACOES E EMPREEND IMOBILIARIOS S A|LOCACAO DE IMOVEL NAO RESIDENCIAL DE 2 GALPOES SITUADO A AV. DEDE BRASIL N. 4820 BAIRRO CASTELAO NESTA CAPITAL DESTINADO AO FUNCIONAMENTO DO ALMOXARIFADO DA SME.|FUNDO MUNICIPAL DE EDUCACAO|264.480,00|
00000339|BM3 PARTICIPACOES E EMPREEND IMOBILIARIOS S A|LOCACAO DE IMOVEL NAO RESIDENCIAL DE 02 GALPOES COM AREA TOTAL 2.431 15M2 MAT.N.005.310 CRI 6ZONA SITUADO A AV.DEDE BRASIL N. 4820 CASTELAO DESTINADO AO FUNCIONAMENTO COMO ALMOXARIFADO PARAARMAZENAG. E DISTRIB.C/EFIC.DE MAT.E SUP.DE UTILIZACAO DA SME|FUNDO MUNICIPAL DE EDUCACAO|302.594,88|
00001302|BOLERO SERVICOS EM COMUNICACAO E PUBLICIDADE LTDA|PROPEG COMUNICACAO SA|SLA PROPAGANDA LTDA|SLA PROPAGANDA LTDA|VERVE COMUNICACAO LTDA|CONTRATACAO DE 4 AGENCIAS DE PUB.E PROP.PARA PRESTACAO DE SERV.DE PUB. COMPREENDENDO O CONJ. DE ATIVIDADES REALIZADAS INTEGRADQUE TENHAM POR OBJET.ESTUDO PLANEJ CONCEIT CONCEPCAO C/ INTUITODE ATEND.AO PRINC.DA PUBLICIDADE E AO DIREITO A INFORMACAO.|FUNDO MUNICIPAL DE EDUCACAO|3.150.000,00|
00000581|BOLERO SERVICOS EM COMUNICACAO E PUBLICIDADE LTDA|PROPEG COMUNICACAO SA|SLA PROPAGANDA LTDA|VERVE COMUNICACAO LTDA|CONTRATACAO DE 04(QUATRO)AGENCIAS DE PUBLICIDADE E PROPAGANDA PPRESTACAO DE SERVICOS DE PUBLICIDADE COMPREENDENDO O CONJUNTO DE ATIVIDADES REALIZADAS INTEGRADAMENTE QUE TENHAM POR OBJETO O ESTUDO PLANEJAMENTO A CONCEITUACAO A CONCEPCAO A CRIACAO...|SECRETARIA MUNICIPAL DE GOVERNO|33.350.000,00|
00000037|BONOPLAST INDUSTRIA DE PLASTICOS LTDA|CONTRATO Nº 03/2017 CUJO OBJETO É A AQUISIÇÃO DE MATERIAL DE CONSUMO E LIMPEZA, COMPREENDENDO: PRODUTOS E PAPEL PARA HIGIENE PESSOAL, UTENSÍLIOS PARA REFEITÓRIO, COPA E COZINHA, COMPOSTOS PARA LIMPEZA, UTENSÍLIOS DE USO DOMÉSTICO E COMERCIAL, RECIPIENTES E MATERIAIS PARA ACONDICIONAMENTO E EMBALAGEM, PARA ATENDER AS NECESSIDADES DA SEPOG, CONFORME ARP Nº 13/2016 E PREGÃO ELETRÔNICO Nº 097/2016.|SECRETARIA MUNICIPAL DO PLANEJAMENTO, ORCAMENTO  E GESTAO|3.672,00|
